,authors,publicationNumber,publicationDate,articleNumber,articleTitle,downloadCount,abstract,articleContentType,authorsAffilationCountry,extracted_class
1004,"[{'preferredName': 'Jessie Ooi', 'normalizedName': 'J. Ooi', 'firstName': 'Jessie', 'lastName': 'Ooi', 'searchablePreferredName': 'Jessie Ooi', 'id': 37085647966}, {'preferredName': 'Xiuqin Ma', 'normalizedName': 'Xiuqin Ma', 'lastName': 'Xiuqin Ma', 'searchablePreferredName': 'Xiuqin Ma', 'id': 37087478803}, {'preferredName': 'Hongwu Qin', 'normalizedName': 'Hongwu Qin', 'lastName': 'Hongwu Qin', 'searchablePreferredName': 'Hongwu Qin', 'id': 37087478933}, {'preferredName': 'Siau Chuin Liew', 'normalizedName': 'S. C. Liew', 'firstName': 'Siau Chuin', 'lastName': 'Liew', 'searchablePreferredName': 'Siau Chuin Liew', 'id': 38667357900}]",7322100,19-21 Aug. 2015,7333094,"A survey of query expansion, query suggestion and query refinement techniques",777,"The ineffectiveness of information retrieval systems often caused by the inaccurate use of keywords in a [::query::]. In order to solve the ineffectiveness problem in information retrieval systems, many solutions have been proposed over the years. The most common techniques are revolving around [::query::] modification techniques such as [::query::] expansion, [::query::] refinement, etc. Due to t...",Conferences,"['MYS', 'MYS', 'MMR', 'MYS']",ENGI
1005,"[{'preferredName': 'Ziyang Liao', 'normalizedName': 'Z. Liao', 'firstName': 'Ziyang', 'lastName': 'Liao', 'searchablePreferredName': 'Ziyang Liao', 'id': 37087100094}, {'preferredName': 'Keishi Tajima', 'normalizedName': 'K. Tajima', 'firstName': 'Keishi', 'lastName': 'Tajima', 'searchablePreferredName': 'Keishi Tajima', 'id': 37291289500}]",8904043,14-17 Oct. 2019,8909632,Disjunctive Sets of Phrase Queries for Diverse Query Suggestion,55,"This paper proposes a method of suggesting expanded [::queries::] that disambiguate the original Web [::query::] which has multiple interpretations. In order to produce a diverse set of [::queries::] including those corresponding to infrequent [::query::] intents, our method produces [::queries::] by extracting phrases connecting given [::query::] terms from a corpus. We use a corpus because infre...",Conferences,"['JPN', 'JPN']",ENGI
1006,"[{'preferredName': 'Chandan Sharma', 'normalizedName': 'C. Sharma', 'firstName': 'Chandan', 'lastName': 'Sharma', 'searchablePreferredName': 'Chandan Sharma', 'id': 37087407959}]",9285973,21-25 Sept. 2020,9286038,FLUX: From SQL to GQL query translation tool,304,With the influx of Web 3.0 the focus in Big Data Analytics has shifted towards modelling highly interconnected data and analysing relationships between them. Graph databases befit the requirements of Big Data Analytics yet organizations still depend on relational databases. A major roadblock in the industry wide adoption of graph databases is that a standard [::query::] language is still in its in...,Conferences,['NZL'],ENGI
1007,"[{'preferredName': 'Xingyu Peng', 'normalizedName': 'X. Peng', 'firstName': 'Xingyu', 'lastName': 'Peng', 'searchablePreferredName': 'Xingyu Peng', 'id': 37089207711}, {'preferredName': 'Ying Pan', 'normalizedName': 'Y. Pan', 'firstName': 'Ying', 'lastName': 'Pan', 'searchablePreferredName': 'Ying Pan', 'id': 37089208953}]",9644301,11-13 June 2021,9644500,Distributed dynamic semantic query and reasoning for graph data,142,"With the massive increase of graph data such as RDF and knowledge graphs, how to effectively improve the [::query::] efficiency of massive graph data has become a research hotspot in graph data management. However, most of the existing graph [::query::] research has the problem of lack of support for dynamic data [::query::], and usually requires a high upfront cost to semantically integrate the d...",Conferences,"['CHN', 'CHN']",ENGI
1008,"[{'preferredName': 'Bolong Zheng', 'normalizedName': 'B. Zheng', 'firstName': 'Bolong', 'lastName': 'Zheng', 'searchablePreferredName': 'Bolong Zheng', 'id': 37085364043}, {'preferredName': 'Kai Zheng', 'normalizedName': 'K. Zheng', 'firstName': 'Kai', 'lastName': 'Zheng', 'searchablePreferredName': 'Kai Zheng', 'id': 38252427300}, {'preferredName': 'Christian S. Jensen', 'normalizedName': 'C. S. Jensen', 'firstName': 'Christian S.', 'lastName': 'Jensen', 'searchablePreferredName': 'Christian S. Jensen', 'id': 37339194000}, {'preferredName': 'Nguyen Quoc Viet Hung', 'normalizedName': 'N. Q. V. Hung', 'firstName': 'Nguyen Quoc Viet', 'lastName': 'Hung', 'searchablePreferredName': 'Nguyen Quoc Viet Hung', 'id': 37834828000}, {'preferredName': 'Han Su', 'normalizedName': 'H. Su', 'firstName': 'Han', 'lastName': 'Su', 'searchablePreferredName': 'Han Su', 'id': 37085373924}, {'preferredName': 'Guohui Li', 'normalizedName': 'G. Li', 'firstName': 'Guohui', 'lastName': 'Li', 'searchablePreferredName': 'Guohui Li', 'id': 37405545800}, {'preferredName': 'Xiaofang Zhou', 'normalizedName': 'X. Zhou', 'firstName': 'Xiaofang', 'lastName': 'Zhou', 'searchablePreferredName': 'Xiaofang Zhou', 'id': 37280490500}]",8725877,8-11 April 2019,8731602,Answering Why-Not Group Spatial Keyword Queries (Extended Abstract),227,"With the proliferation of geo-textual objects on the web, extensive efforts have been devoted to improving the efficiency of top-k spatial keyword [::queries::] in different settings. However, comparatively much less work has been reported on enhancing the quality and usability of such [::queries::]. In this context, we propose means of enhancing the usability of a top-k group spatial keyword [::q...",Conferences,"['CHN', 'CHN', 'DNK', 'AUS', 'CHN', 'CHN', 'CHN']",ENGI
1009,"[{'preferredName': 'Diya Thomas', 'normalizedName': 'D. Thomas', 'firstName': 'Diya', 'lastName': 'Thomas', 'searchablePreferredName': 'Diya Thomas', 'id': 38476663600}]",6305052,9-11 Aug. 2012,6305549,Location Dependent Query Processing in Mobile Environment,358,"With advancement in Location Based Service and GPS enabled mobile devices, different types of [::queries::] to obtain location based information exist in mobile environment. Location based [::queries::] or spatial [::queries::] are the backbone of Location Based Services. LBS is gaining more popularity in today&#39;s world, as they enable the mobile users to obtain location information or location bas...",Conferences,[None],ENGI
1010,"[{'preferredName': 'James Callan', 'normalizedName': 'J. Callan', 'firstName': 'James', 'lastName': 'Callan', 'searchablePreferredName': 'James Callan', 'id': 37088906947}, {'preferredName': 'Justyna Petke', 'normalizedName': 'J. Petke', 'firstName': 'Justyna', 'lastName': 'Petke', 'searchablePreferredName': 'Justyna Petke', 'id': 37085469139}]",9473905,30-30 May 2021,9474401,Optimising SQL Queries Using Genetic Improvement,184,"Structured [::Query::] Language (SQL) [::queries::] are ubiquitous in modern software engineering. These [::queries::] can be costly when run on large databases with many entries and tables to consider. We propose using Genetic Improvement (GI) to explore patches for these [::queries::], with the aim of optimising their execution time, whilst maintaining the functionality of the program in which t...",Conferences,"['UKR', 'GBR']",ENGI
1011,"[{'preferredName': 'S.B. Misal', 'normalizedName': 'S. B. Misal', 'firstName': 'S.B.', 'lastName': 'Misal', 'searchablePreferredName': 'S.B. Misal', 'id': 37086357573}, {'preferredName': 'P.L Yannawar', 'normalizedName': 'P. L. Yannawar', 'firstName': 'P.L', 'lastName': 'Yannawar', 'searchablePreferredName': 'P.L Yannawar', 'id': 37846633200}, {'preferredName': 'A.T. Gaikwad', 'normalizedName': 'A. T. Gaikwad', 'firstName': 'A.T.', 'lastName': 'Gaikwad', 'searchablePreferredName': 'A.T. Gaikwad', 'id': 37542548200}]",8440575,8-9 Sept. 2017,8455009,DBQA: Multi-Environment Analyzer for Query Execution Time and Cost,106,"In today&#39;s computational world, many ways are available for storing and retrieving database. Numbers of commercial database management systems are available in the market with their superiors. The primary goal of DBMSs is to provide a way to store and retrieve database information that is both convenient and efficient. The question is which one to be selected according to our need and usage. While...",Conferences,"['IOT', 'IND', 'IOT']",ENGI
1012,"[{'preferredName': 'Yuanyuan Xu', 'normalizedName': 'Y. Xu', 'firstName': 'Yuanyuan', 'lastName': 'Xu', 'searchablePreferredName': 'Yuanyuan Xu', 'id': 37086936551}]",8766218,19-21 Dec. 2017,8789129,Dynamic Optimization Analysis of Keyword Query Results in Relational Databases Based on Ant Colony Optimization Algorithm,152,"When using Keyword relational database retrieval technology, users does not need any SQL language and the underlying database schema knowledge. For example, users simply use search engines like Web to obtain the relevant data in the database. KSORD has become a research focus in the field of database, however, the key technology is accurate [::query::], and it cannot implement fuzzy [::query::] we...",Conferences,['CHN'],ENGI
1013,"[{'preferredName': 'Qingfeng Zhang', 'normalizedName': 'Q. Zhang', 'firstName': 'Qingfeng', 'lastName': 'Zhang', 'searchablePreferredName': 'Qingfeng Zhang', 'id': 37085434843}, {'preferredName': 'Shanshan Li', 'normalizedName': 'S. Li', 'firstName': 'Shanshan', 'lastName': 'Li', 'searchablePreferredName': 'Shanshan Li', 'id': 37085443568}, {'preferredName': 'Jing Xu', 'normalizedName': 'J. Xu', 'firstName': 'Jing', 'lastName': 'Xu', 'searchablePreferredName': 'Jing Xu', 'id': 37597910100}]",6921524,4-7 Aug. 2014,6923120,QScheduler: A Tool for Parallel Query Processing in Database Systems,263,"Parallel [::query::] processing in database systems has been actively investigated for the past several years. When several [::queries::] execute at the same time, all parallel tasks will compete for access to the underlying I/O and computation resources and this will lead to more contention and thrashing. When a series of [::queries::] of different types run concurrently in a database system, if ...",Conferences,"['CHN', 'CHN', 'CHN']",ENGI
1014,"[{'preferredName': 'L. Saranya', 'normalizedName': 'L. Saranya', 'firstName': 'L.', 'lastName': 'Saranya', 'searchablePreferredName': 'L. Saranya', 'id': 37085336100}]",6915233,3-5 Jan. 2014,6921736,Optimal top-K queries processing: Sampling and dynamic scheduling approach,107,"An effective [::query::] processing plays an important role in the uncertain data streams. Specifically, multiple top-k [::queries::] processing on uncertain data streams obtained from large applications of several fields such as sensor network monitoring and internet traffic control requires periodic execution of [::queries::] and sharing results among them. The system that monitors uncertain eve...",Conferences,['IOT'],ENGI
1015,"[{'preferredName': 'Zhe Fan', 'normalizedName': 'Z. Fan', 'firstName': 'Zhe', 'lastName': 'Fan', 'searchablePreferredName': 'Zhe Fan', 'id': 37085348140}, {'preferredName': 'Yun Peng', 'normalizedName': 'Y. Peng', 'firstName': 'Yun', 'lastName': 'Peng', 'searchablePreferredName': 'Yun Peng', 'id': 38065998000}, {'preferredName': 'Byron Choi', 'normalizedName': 'B. Choi', 'firstName': 'Byron', 'lastName': 'Choi', 'searchablePreferredName': 'Byron Choi', 'id': 37633531600}, {'preferredName': 'Jianliang Xu', 'normalizedName': 'J. Xu', 'firstName': 'Jianliang', 'lastName': 'Xu', 'searchablePreferredName': 'Jianliang Xu', 'id': 37279198700}, {'preferredName': 'Sourav S. Bhowmick', 'normalizedName': 'S. S. Bhowmick', 'firstName': 'Sourav S.', 'lastName': 'Bhowmick', 'searchablePreferredName': 'Sourav S. Bhowmick', 'id': 37331624900}]",4629386,Oct.-Dec. 2014,6583915,Towards Efficient Authenticated Subgraph Query Service in Outsourced Graph Databases,539,"Graphs are powerful tools suitable for a large variety of applications including chemical databases and the Semantic Web, among others. A fundamental [::query::] of graph databases is the subgraph [::query::]: given a [::query::] graph $q$, it retrieves the data graphs from a database that contain $q$. Due to the cost of managing massive data coupled with the computational hardness of subgraph [::...",Journals,"['HKG', 'HKG', 'HKG', 'CHN', 'SGP']",ENGI
1016,"[{'preferredName': 'Mateusz Dziedzic', 'normalizedName': 'M. Dziedzic', 'firstName': 'Mateusz', 'lastName': 'Dziedzic', 'searchablePreferredName': 'Mateusz Dziedzic', 'id': 38468171800}, {'preferredName': 'Guy De Tré', 'normalizedName': 'G. De Tré', 'firstName': 'Guy', 'lastName': 'De Tré', 'searchablePreferredName': 'Guy De Tré', 'id': 37267207300}, {'preferredName': 'Janusz Kacprzyk', 'normalizedName': 'J. Kacprzyk', 'firstName': 'Janusz', 'lastName': 'Kacprzyk', 'searchablePreferredName': 'Janusz Kacprzyk', 'id': 37271548900}, {'preferredName': 'Sławomir Zadrożny', 'normalizedName': 'S. Zadrożny', 'firstName': 'Sławomir', 'lastName': 'Zadrożny', 'searchablePreferredName': 'Sławomir Zadrożny', 'id': 37271552000}]",9171991,19-24 July 2020,9177660,Bipolar Queries and Relative Object Qualification in Scope of User-Assisted Database Querying,39,"Two similar approaches to the modeling of bipolar user preferences, namely bipolar [::queries::] (and their extension to contextual bipolar [::queries::]) and [::queries::] with relative object qualification, are presented from the point of view of a user-assisted database [::querying::]. Their close relation is discussed, similarities and differences highlighted and possible disadvantages for the...",Conferences,"['BEL', 'BEL', 'POL', 'POL']",ENGI
1017,"[{'preferredName': 'Samini Subramaniam', 'normalizedName': 'S. Subramaniam', 'firstName': 'Samini', 'lastName': 'Subramaniam', 'searchablePreferredName': 'Samini Subramaniam', 'id': 37979299000}, {'preferredName': 'Su-Cheng Haw', 'normalizedName': 'S. -C. Haw', 'firstName': 'Su-Cheng', 'lastName': 'Haw', 'searchablePreferredName': 'Su-Cheng Haw', 'id': 37590898900}, {'preferredName': 'Lay-Ki Soon', 'normalizedName': 'L. -K. Soon', 'firstName': 'Lay-Ki', 'lastName': 'Soon', 'searchablePreferredName': 'Lay-Ki Soon', 'id': 37545245300}]",6287639,2021,9351924,Improved Centralized XML Query Processing Using Distributed Query Workload,709,"eXtensible Markup Language (XML) is used widely to transfer data among a wide variety of systems. Due to an increase in [::query::] workloads and management of larger datasets, centralized processing is no longer feasible for XML [::query::] processing. To address this issue, we propose a technique that improves XML [::query::] processing through [::query::] workload distribution. An effective dis...",Journals,"['MYS', 'MYS', 'MYS']",ENGI
1018,"[{'preferredName': 'Shikha Mehta', 'normalizedName': 'S. Mehta', 'firstName': 'Shikha', 'lastName': 'Mehta', 'searchablePreferredName': 'Shikha Mehta', 'id': 38003880800}, {'preferredName': 'Parmeet Kaur', 'normalizedName': 'P. Kaur', 'firstName': 'Parmeet', 'lastName': 'Kaur', 'searchablePreferredName': 'Parmeet Kaur', 'id': 38010651600}, {'preferredName': 'Pooja Lodhi', 'normalizedName': 'P. Lodhi', 'firstName': 'Pooja', 'lastName': 'Lodhi', 'searchablePreferredName': 'Pooja Lodhi', 'id': 37086512160}, {'preferredName': 'Omji Mishra', 'normalizedName': 'O. Mishra', 'firstName': 'Omji', 'lastName': 'Mishra', 'searchablePreferredName': 'Omji Mishra', 'id': 37086510084}]",8509799,2-4 Aug. 2018,8530467,Empirical Evidence of Heuristic and Cost Based Query Optimizations in Relational Databases,300,"A SQL [::query::] may be expressed in different forms with varying execution costs; hence, it is essential to choose the best when performance is considered. There are many factors that affect the cost and performance of a [::query::]. For instance, a [::query::] on a relation without proper indexes can cause full relation scans, which in turn causes either performance or locking problems. [::Quer...",Conferences,"['IOT', 'IOT', 'IOT', None]",ENGI
